timestamp,open,high,low,close,volume,trade_count,vwap,actual_returns,sma_fast,sma_slow,signal
2015-01-20 06:00:00+00:00,215.0,218.0,208.0,218.0,0.04,4,214.5,-0.03330229258126016,209.17,219.525,-1
2015-01-21 06:00:00+00:00,245.5,257.73,216.59,246.62,4.33,236,229.5403926097,0.13128440366972471,230.04333333333332,216.64299999999997,1
2015-01-22 06:00:00+00:00,217.59,239.67,217.59,226.32,0.03,3,227.86,-0.08231287000243293,230.31333333333336,210.37599999999998,-1
2015-01-23 06:00:00+00:00,230.0,235.0,215.0,235.0,0.180001,10,230.2776929017,0.038352774832096204,235.98000000000002,207.87599999999998,1
2015-01-24 06:00:00+00:00,248.02,255.05,247.55,250.91,6.63744094,15,252.211774555,0.0677021276595744,237.41,211.004,1
2015-01-25 06:00:00+00:00,262.78,290.0,260.43,283.28,483.522412,291,273.0229369284,0.12901040213622395,256.3966666666667,227.33200000000002,1
2015-01-26 06:00:00+00:00,284.25,322.72,241.43,274.48,4696.79638204,2931,279.9862285564,-0.031064670996893362,269.5566666666667,234.358,-1
2015-01-27 06:00:00+00:00,263.96,265.99,253.53,257.89,538.92080179,1083,260.1899571378,-0.06044156222675612,271.8833333333334,240.20099999999996,-1
2015-01-28 06:00:00+00:00,257.9,262.0,228.5,236.09,4800.86333527,6244,244.6275080492,-0.08453216487649762,256.15333333333336,245.41000000000003,-1
2015-01-29 06:00:00+00:00,232.62,240.0,221.14,235.03,5033.53473528,6091,232.0607664762,-0.004489813206827953,243.00333333333333,246.362,-1
2015-01-30 06:00:00+00:00,242.26,244.59,227.89,229.07,4709.38466954,5008,232.9241994425,-0.02535846487682425,233.39666666666668,247.469,-1
2015-01-31 06:00:00+00:00,218.67,220.73,216.16,218.15,1491.30991961,2961,218.6555418031,-0.04767101759287551,227.41666666666666,244.622,-1
2015-02-01 06:00:00+00:00,228.39,231.76,225.89,227.06,1149.93877963,2267,228.7756419174,0.04084345633738251,224.76000000000002,244.696,1
2015-02-02 06:00:00+00:00,237.01,242.0,236.88,239.3,1526.54328883,2690,238.6271048833,0.053906456443231,228.17000000000004,245.12599999999998,1
2015-02-03 06:00:00+00:00,239.28,243.9,225.32,228.58,6795.39969981,9281,236.27983629,-0.04479732553280402,231.64666666666668,242.89300000000003,-1
2015-02-04 06:00:00+00:00,226.51,230.99,221.5,227.11,7137.43389618,11358,225.5800014923,-0.006431008837168628,231.66333333333333,237.27599999999998,-1
2015-02-05 06:00:00+00:00,216.84,221.97,216.46,218.1,1974.06719851,4281,218.9432959379,-0.039672405442296776,224.5966666666667,231.638,-1
2015-02-06 06:00:00+00:00,223.2,226.4,222.67,224.42,835.45737994,2186,224.8790649246,0.028977533241632214,223.21000000000004,228.291,1
2015-02-07 06:00:00+00:00,229.16,229.47,226.02,226.11,919.38126688,2912,228.1614133784,0.007530523126281219,222.8766666666667,227.29300000000003,1
2015-02-08 06:00:00+00:00,224.01,225.0,222.35,222.35,1687.28522032,3536,224.1827280554,-0.016629074344345796,224.29333333333332,226.025,-1
2015-02-09 06:00:00+00:00,222.35,224.43,216.45,221.1,4864.05814789,9946,220.052835783,-0.005621767483696916,223.1866666666667,225.22799999999998,-1
2015-02-10 06:00:00+00:00,221.07,223.61,219.67,221.0,2405.41633134,2346,222.2690595895,-0.00045228403437358455,221.48333333333335,225.513,-1
2015-02-11 06:00:00+00:00,221.28,223.2,217.46,219.81,6581.43184563,8739,220.9275882488,-0.005384615384615321,220.63666666666668,224.788,-1
2015-02-12 06:00:00+00:00,223.2,226.76,221.55,226.02,2661.35409399,3396,223.8574845576,0.028251671898457786,222.27666666666667,223.45999999999998,1
2015-02-13 06:00:00+00:00,236.92,245.0,236.08,244.94,2680.25587558,3640,239.7700707775,0.08370940624723477,230.2566666666667,225.096,1
2015-02-14 06:00:00+00:00,244.93,259.98,243.79,256.66,12639.84027742,13014,250.8343723131,0.047848452682289544,242.54000000000005,228.05100000000002,1
2015-02-15 06:00:00+00:00,256.74,267.86,228.0,235.54,13327.75237843,12637,244.3659978219,-0.08228785163251007,245.71333333333337,229.79500000000002,-1
2015-02-16 06:00:00+00:00,234.41,236.95,233.0,235.98,1777.84577905,3402,234.9595825908,0.0018680478899550934,242.7266666666667,230.95100000000002,1
2015-02-17 06:00:00+00:00,236.11,248.0,235.11,244.82,15028.80679317,13900,241.5209080069,0.03746080176286126,238.78,232.82199999999997,1
2015-02-18 06:00:00+00:00,245.05,245.12,231.93,237.49,9119.19444183,11012,237.5452294404,-0.029940364349317794,239.43000000000004,234.336,-1
2015-02-19 06:00:00+00:00,241.11,245.84,239.99,245.34,2697.23164214,3755,242.7473906306,0.03305402332729801,242.55000000000004,236.76,1
2015-02-20 06:00:00+00:00,245.34,248.43,244.06,245.84,2163.64750727,3133,246.3488418874,0.00203798809814959,242.89000000000001,239.244,1
2015-02-21 06:00:00+00:00,245.72,247.48,245.7,246.31,1519.25700131,3288,246.6292523593,0.001911812561015358,245.83,241.894,1
2015-02-22 06:00:00+00:00,236.83,240.0,236.32,237.65,1714.12612662,4822,237.8144864722,-0.03515894604360359,243.26666666666668,243.05700000000002,-1
2015-02-23 06:00:00+00:00,239.49,241.03,238.92,239.19,2332.67466529,4975,240.0629581337,0.006480117820323983,241.05000000000004,242.48200000000003,1
2015-02-24 06:00:00+00:00,239.87,241.0,238.91,239.46,1952.0756813,6119,239.9101573551,0.001128809732848346,238.76666666666668,240.762,1
2015-02-25 06:00:00+00:00,238.21,238.47,234.33,237.5,2808.27858825,6563,237.042822837,-0.00818508310364996,238.7166666666667,240.958,-1
2015-02-26 06:00:00+00:00,237.5,238.4,234.33,237.11,5741.57853821,12317,237.0120547906,-0.0016421052631578892,238.02333333333334,241.071,-1
2015-02-27 06:00:00+00:00,254.42,256.97,251.14,253.73,2616.7190258,6034,253.4136176983,0.070094049175488,242.78,241.962,1
2015-02-28 06:00:00+00:00,255.73,255.77,254.0,254.79,1424.00214138,3474,254.8002956378,0.004177669175895682,248.54333333333338,243.692,1
2015-03-01 06:00:00+00:00,260.29,263.13,257.25,261.04,3372.24788702,6091,260.3018731099,0.024530005102241237,256.52000000000004,245.26200000000003,1
2015-03-02 06:00:00+00:00,276.79,278.87,271.0,276.56,4330.93582298,8507,276.197072952,0.059454489733374194,264.13000000000005,248.334,1
2015-03-03 06:00:00+00:00,283.09,287.0,277.26,280.92,3967.58607094,9215,282.7289003639,0.015765114260919866,272.84000000000003,251.79500000000002,1
2015-03-04 06:00:00+00:00,273.38,274.68,269.28,270.4,2218.20874673,5977,272.2329054813,-0.037448383881532266,275.96,255.07,-1
2015-03-05 06:00:00+00:00,270.22,281.09,262.49,276.86,9419.92803579,16276,271.2502208764,0.023890532544378784,276.06,258.837,1
2015-03-06 06:00:00+00:00,273.22,274.1,270.85,272.8,1576.86646718,3117,272.7835408657,-0.014664451347251362,273.3533333333333,262.171,-1
2015-03-07 06:00:00+00:00,272.67,279.44,270.55,276.89,4645.12494817,10051,275.5126819925,0.014992668621700789,275.5166666666667,266.11,1
2015-03-08 06:00:00+00:00,275.47,279.39,275.0,278.41,2141.83413452,4809,277.155312938,0.005489544584492245,276.03333333333336,270.23999999999995,1
2015-03-09 05:00:00+00:00,278.13,294.42,277.36,290.19,11594.41891094,18338,286.5152655743,0.042311698574045264,281.83,273.886,1
2015-03-10 05:00:00+00:00,293.46,295.0,290.51,292.73,3011.89629766,6973,293.2195016294,0.008752886040180652,287.11000000000007,277.67999999999995,1
2015-03-11 05:00:00+00:00,296.98,297.45,291.87,294.21,2425.58019892,5143,294.8760098296,0.005055853516892528,292.37666666666667,280.99699999999996,1
2015-03-12 05:00:00+00:00,295.87,296.43,293.98,294.13,1734.7611106,4673,295.1037787775,-0.0002719146188095989,293.69,282.754,-1
2015-03-13 05:00:00+00:00,294.19,294.38,284.0,284.0,10308.93191226,17800,289.9403432124,-0.034440553496753123,290.78000000000003,283.062,-1
